<td>Sat 5 Oct 6:02:52 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Chile</td>,<td>n/a</td>
<td>Sat 5 Oct 6:01:40 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>United States</td>,<td>United Kingdom</td>
<td>Sat 5 Oct 6:02:50 PM</td>,<td>Win32.Worm.DownadupJob.A</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:48 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Greece</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:52 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,|<td>#signtool.exe:0000F001,00008006,00008050,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:51 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:52 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,<td>Trojan.Autoruns.GenericKDS.31804342</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:47 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>France</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,<td>Trojan.Ransom.WannaCryptor.H</td>,<td class="type_infection">infection</td>,<td>Colombia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:45 PM</td>,<td>Exploit.CVE-2017-3077.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:47 PM</td>,|<td>#esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,<td>Win32.Parite.B</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:46 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Greece</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:48 PM</td>,<td>Generic.Worm.LNK.A.44026722</td>,<td class="type_infection">infection</td>,<td>Ecuador</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Trojan.Autoruns.GenericKD.41791318</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Exploit.CVE-2017-3077.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:18 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Japan</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:12 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:20 PM</td>,<td>Worm.Generic.334935</td>,<td class="type_infection">infection</td>,<td>United Arab Emirates</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:19 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Peru</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:12 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:17 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Exploit.CVE-2010-2568.Gen</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>Win32.Brontok.MS</td>,<td class="type_infection">infection</td>,<td>Guadeloupe</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:16 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Ireland</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>Generic.JS.DownloaderAG.17A0AD6D</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,|<td>#AdAppMgrUpdater.exe:0000F001,00008050,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>Poland</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:12 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Ireland</td>,<td>United States</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:13 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Vietnam</td>,<td>United States</td>
<td>Sat 5 Oct 6:03:14 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Gen:Variant.Strictor.3519</td>,<td class="type_infection">infection</td>,<td>South Africa</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:10 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Latvia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,<td>Trojan.VBS.Agent.AUB</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,|<td>#PMESetup.tmp:0000F001,00008006,00008050,00008011,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,<td>Java.Trojan.GenericGB.AD</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Application.SearchProtect.BS</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Macao</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:06 PM</td>,<td>Trojan.Autoruns.GenericKDS.32476985</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:05 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>United States</td>,<td>Canada</td>
<td>Sat 5 Oct 6:03:07 PM</td>,<td>Trojan.GenericKDZ.37577</td>,<td class="type_infection">infection</td>,<td>Dominican Republic</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:08 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,|<td>#tcpsnd.exe:0000F001,00008050,00000007,00000007,00000007,0000000C,00000007,00001400,00009000,00009000,0000E001,0000E001,00000007,00009000,00009000,00000007,0000000C</td>|,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:07 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>United States</td>,<td>Russia</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Ireland</td>,<td>France</td>
<td>Sat 5 Oct 6:03:07 PM</td>,<td>Application.CoinMiner.AY</td>,<td class="type_infection">infection</td>,<td>Kenya</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:06 PM</td>,<td>W97m.Downloader.QL</td>,<td class="type_infection">infection</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:08 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:04 PM</td>,<td>Win32.Worm.DownadupJob.A</td>,<td class="type_infection">infection</td>,<td>United Arab Emirates</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:08 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Russia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:02 PM</td>,<td>JS.Nemucod.7.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:06 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Ukraine</td>,<td>United States</td>
<td>Sat 5 Oct 6:03:01 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Greece</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:03 PM</td>,<td>JS.TeslaCrypt.1.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:03 PM</td>,<td>Adware.RelevantKnowledge.DI</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:01 PM</td>,<td>Backdoor.Generic.792814</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:04 PM</td>,<td>Gen:Variant.Ulise.38868</td>,<td class="type_infection">infection</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:05 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Colombia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:02 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:03 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>India</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:01 PM</td>,<td>Trojan.VBS.Downloader.MT</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:59 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:01 PM</td>,<td>Trojan.LNK.Gen</td>,<td class="type_infection">infection</td>,<td>Mexico</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:58 PM</td>,<td>Trojan.Doc.Agent.ND</td>,<td class="type_infection">infection</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:01 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:01 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Austria</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:58 PM</td>,|<td>#VirtualCheca.exe:0000F001,00008050,0000D007</td>|,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:57 PM</td>,<td>Backdoor.Hupigon.148694</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:57 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:58 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Palestine</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:54 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:55 PM</td>,<td>VB.EmoooDldr.10.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:58 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>India</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:52 PM</td>,|<td>#bsvcprocessor.exe:0000F001,00008050,00007017,0000D007</td>|,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:57 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>India</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:55 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Romania</td>,<td>Belgium</td>
<td>Sat 5 Oct 6:02:54 PM</td>,<td>Gen:Variant.Adware.Strictor.70439</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:56 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:52 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:53 PM</td>,<td>Application.KeyGen.FS</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:54 PM</td>,<td>Trojan.VBS.Agent.AUB</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:54 PM</td>,<td>Exploit.CVE-2010-2568.Gen</td>,<td class="type_infection">infection</td>,<td>Colombia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:53 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Germany</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:53 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>France</td>,<td>n/a</td>
<td>Sat 5 Oct 6:01:38 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Netherlands</td>,<td>Canada</td>
<td>Sat 5 Oct 6:02:52 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Chile</td>,<td>n/a</td>
<td>Sat 5 Oct 6:01:40 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>United States</td>,<td>United Kingdom</td>
<td>Sat 5 Oct 6:02:50 PM</td>,<td>Win32.Worm.DownadupJob.A</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:48 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Greece</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:52 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,|<td>#signtool.exe:0000F001,00008006,00008050,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:51 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:52 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,<td>Trojan.Autoruns.GenericKDS.31804342</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:47 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>France</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,<td>Trojan.Ransom.WannaCryptor.H</td>,<td class="type_infection">infection</td>,<td>Colombia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:45 PM</td>,<td>Exploit.CVE-2017-3077.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:47 PM</td>,|<td>#esif_assist_64.exe:0000F001,00008050,00008011,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:49 PM</td>,<td>Win32.Parite.B</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:46 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Trojan.Acad.Bursted.AK</td>,<td class="type_infection">infection</td>,<td>Greece</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:48 PM</td>,<td>Generic.Worm.LNK.A.44026722</td>,<td class="type_infection">infection</td>,<td>Ecuador</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Trojan.Autoruns.GenericKD.41791318</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:44 PM</td>,<td>Exploit.CVE-2017-3077.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:18 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Japan</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:12 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:20 PM</td>,<td>Worm.Generic.334935</td>,<td class="type_infection">infection</td>,<td>United Arab Emirates</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:19 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Peru</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:12 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:17 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Exploit.CVE-2010-2568.Gen</td>,<td class="type_infection">infection</td>,<td>Brazil</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>Win32.Brontok.MS</td>,<td class="type_infection">infection</td>,<td>Guadeloupe</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:16 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Ireland</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>Generic.JS.DownloaderAG.17A0AD6D</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,|<td>#AdAppMgrUpdater.exe:0000F001,00008050,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>Poland</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:15 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:12 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Ireland</td>,<td>United States</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:13 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Vietnam</td>,<td>United States</td>
<td>Sat 5 Oct 6:03:14 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Gen:Variant.Strictor.3519</td>,<td class="type_infection">infection</td>,<td>South Africa</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:10 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Latvia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,<td>Trojan.VBS.Agent.AUB</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,|<td>#PMESetup.tmp:0000F001,00008006,00008050,00008011,00007002,00009903</td>|,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,<td>Java.Trojan.GenericGB.AD</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>Application.SearchProtect.BS</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:11 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Macao</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:06 PM</td>,<td>Trojan.Autoruns.GenericKDS.32476985</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:05 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>United States</td>,<td>Canada</td>
<td>Sat 5 Oct 6:03:07 PM</td>,<td>Trojan.GenericKDZ.37577</td>,<td class="type_infection">infection</td>,<td>Dominican Republic</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:08 PM</td>,<td>Adware.DealPly.1.Gen</td>,<td class="type_infection">infection</td>,<td>Canada</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:09 PM</td>,|<td>#tcpsnd.exe:0000F001,00008050,00000007,00000007,00000007,0000000C,00000007,00001400,00009000,00009000,0000E001,0000E001,00000007,00009000,00009000,00000007,0000000C</td>|,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:07 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>United States</td>,<td>Russia</td>
<td>Sat 5 Oct 6:03:09 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Ireland</td>,<td>France</td>
<td>Sat 5 Oct 6:03:07 PM</td>,<td>Application.CoinMiner.AY</td>,<td class="type_infection">infection</td>,<td>Kenya</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:06 PM</td>,<td>W97m.Downloader.QL</td>,<td class="type_infection">infection</td>,<td>United Kingdom</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:08 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:04 PM</td>,<td>Win32.Worm.DownadupJob.A</td>,<td class="type_infection">infection</td>,<td>United Arab Emirates</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:08 PM</td>,<td>N/A</td>,<td class="type_spam">spam</td>,<td>Russia</td>,<td>n/a</td>
<td>Sat 5 Oct 6:03:02 PM</td>,<td>JS.Nemucod.7.Gen</td>,<td class="type_infection">infection</td>,<td>United States</td>,<td>n/a</td>
<td>Sat 5 Oct 6:02:06 PM</td>,<td>N/A</td>,<td class="type_attack">attack</td>,<td>Ukraine</td>,<td>United States</td>
