Time,Date,Attack Name,Attacking Country,Target Country,Attack Type
1:26:04 PM,5 Oct 2019,Application.Hacktool.KMSActivator.BN,Brazil,,INFECTION
1:02:16 PM,5 Oct 2019,,Japan,,SPAM
12:47:19 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:05:53 PM,5 Oct 2019,,France,,SPAM
1:36:28 PM,5 Oct 2019,,Netherlands,United States,ATTACK
1:54:22 PM,5 Oct 2019,Application.KeyGen.GA,Mexico,,INFECTION
1:10:55 PM,5 Oct 2019,,Singapore,,SPAM
1:50:54 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Colombia,,INFECTION
1:31:43 PM,5 Oct 2019,VB:Trojan.Valyria.845,United States,,INFECTION
1:29:56 PM,5 Oct 2019,,United States,,SPAM
1:04:37 PM,5 Oct 2019,JS:Trojan.Agent.ECMD,Canada,,INFECTION
1:06:50 PM,5 Oct 2019,Trojan.GenericKD.32552338,United States,,INFECTION
1:57:38 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:26:04 PM,5 Oct 2019,Gen:Variant.Strictor.3519,South Africa,,INFECTION
1:37:22 PM,5 Oct 2019,Trojan.Autoruns.GenericKDS.32473054,United States,,INFECTION
1:09:14 PM,5 Oct 2019,,India,,SPAM
1:13:42 PM,5 Oct 2019,,Singapore,,SPAM
1:35:10 PM,5 Oct 2019,,India,,SPAM
1:06:19 PM,5 Oct 2019,,Indonesia,,SPAM
12:42:46 PM,5 Oct 2019,Gen:Illusion.Mustang.5.3020100,United States,,INFECTION
12:34:40 PM,5 Oct 2019,,Germany,,SPAM
12:51:03 PM,5 Oct 2019,,Germany,,SPAM
1:03:59 PM,5 Oct 2019,Gen:Variant.Application.Ulise.40977,United States,,INFECTION
1:22:38 PM,5 Oct 2019,,India,,SPAM
1:12:21 PM,5 Oct 2019,,Italy,,SPAM
1:23:01 PM,5 Oct 2019,Trojan.Iframe.BYJ,Brazil,,INFECTION
1:37:46 PM,5 Oct 2019,,United States,,SPAM
12:37:02 PM,5 Oct 2019,JS:Trojan.Cryxos.226,United States,,INFECTION
1:21:33 PM,5 Oct 2019,,Australia,,SPAM
12:36:22 PM,5 Oct 2019,Trojan.Acad.Bursted.U,Brazil,,INFECTION
1:02:24 PM,5 Oct 2019,,Hong Kong,France,ATTACK
1:09:22 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Mexico,,INFECTION
12:44:43 PM,5 Oct 2019,,India,,SPAM
1:02:41 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
12:43:53 PM,5 Oct 2019,JS:Trojan.Cryxos.2306,United States,,INFECTION
1:44:40 PM,5 Oct 2019,Adware.DealPly.1.Gen,Tanzania,,INFECTION
1:02:38 PM,5 Oct 2019,,United States,,SPAM
1:46:10 PM,5 Oct 2019,,United States,,SPAM
1:01:57 PM,5 Oct 2019,Trojan.Iframe.BYJ,Brazil,,INFECTION
12:41:06 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
12:34:11 PM,5 Oct 2019,Win32.Generic.497568,United States,,INFECTION
1:45:41 PM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
1:56:22 PM,5 Oct 2019,Trojan.Scam.MN,United States,,INFECTION
1:19:20 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:58:00 PM,5 Oct 2019,,United States,,SPAM
12:41:56 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:54:30 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:19:59 PM,5 Oct 2019,,United States,,SPAM
1:29:14 PM,5 Oct 2019,,United States,,SPAM
1:09:56 PM,5 Oct 2019,,India,,SPAM
12:36:56 PM,5 Oct 2019,Trojan.Autoruns.GenericKDS.32027687,Canada,,INFECTION
1:15:15 PM,5 Oct 2019,,United Kingdom,,SPAM
1:56:43 PM,5 Oct 2019,Gen:Variant.Razy.319879,Australia,,INFECTION
12:41:51 PM,5 Oct 2019,,Netherlands,Canada,ATTACK
1:24:34 PM,5 Oct 2019,,Netherlands,,SPAM
12:49:57 PM,5 Oct 2019,,Italy,Ireland,ATTACK
1:55:15 PM,5 Oct 2019,,United States,,SPAM
12:51:15 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:16:04 PM,5 Oct 2019,Trojan.Html.Phishing.ALW,South Africa,,INFECTION
12:41:20 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:57:43 PM,5 Oct 2019,,India,,SPAM
1:54:12 PM,5 Oct 2019,JS.TeslaCrypt.4.Gen,United States,,INFECTION
12:38:16 PM,5 Oct 2019,Trojan.GenericKD.12703700,Rwanda,,INFECTION
1:37:34 PM,5 Oct 2019,Worm.Generic.334935,United Arab Emirates,,INFECTION
1:37:32 PM,5 Oct 2019,Gen:Adware.Heur.km9@gn!P9q,Canada,,INFECTION
1:55:10 PM,5 Oct 2019,,United Kingdom,,SPAM
1:04:43 PM,5 Oct 2019,,India,,SPAM
1:33:29 PM,5 Oct 2019,,United States,,SPAM
12:34:56 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:37:05 PM,5 Oct 2019,,Australia,,SPAM
1:39:13 PM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
12:41:04 PM,5 Oct 2019,,Spain,,SPAM
1:47:30 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
1:24:01 PM,5 Oct 2019,,United States,,SPAM
1:29:21 PM,5 Oct 2019,,Netherlands,,SPAM
1:17:15 PM,5 Oct 2019,,Hungary,,SPAM
1:15:03 PM,5 Oct 2019,,France,,SPAM
12:36:56 PM,5 Oct 2019,,Singapore,,SPAM
1:57:21 PM,5 Oct 2019,Gen:Variant.Razy.444517,India,,INFECTION
12:45:20 PM,5 Oct 2019,,Ireland,Russia,ATTACK
1:27:42 PM,5 Oct 2019,Trojan.Doc.Agent.OE,United States,,INFECTION
1:09:55 PM,5 Oct 2019,VB.EmoooDldr.10.Gen,United States,,INFECTION
1:08:17 PM,5 Oct 2019,Trojan.PasswordStealer.GenericKDS.32094827,United States,,INFECTION
1:28:25 PM,5 Oct 2019,Adware.Generic.1837592,United States,,INFECTION
1:17:19 PM,5 Oct 2019,Win32.Worm.DownadupJob.A,Mexico,,INFECTION
1:56:40 PM,5 Oct 2019,,Singapore,,SPAM
1:20:18 PM,5 Oct 2019,,Romania,Belgium,ATTACK
1:24:01 PM,5 Oct 2019,JS:Trojan.FakeAlert.DKT,United States,,INFECTION
12:38:22 PM,5 Oct 2019,,India,,SPAM
12:36:22 PM,5 Oct 2019,,United States,,SPAM
1:19:04 PM,5 Oct 2019,Application.KeyLogger.ActivTrak.E,United States,,INFECTION
12:38:53 PM,5 Oct 2019,,United States,,SPAM
1:12:47 PM,5 Oct 2019,Win32.Grenam.G,Colombia,,INFECTION
1:55:28 PM,5 Oct 2019,,United States,United States,ATTACK
1:22:55 PM,5 Oct 2019,Trojan.LNK.Agent.CX,Brazil,,INFECTION
1:14:04 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
1:24:30 PM,5 Oct 2019,,United Kingdom,,SPAM
2:02:54 PM,5 Oct 2019,Trojan.GenericKD.41385236,United States,,INFECTION
1:23:12 PM,5 Oct 2019,,India,,SPAM
1:37:14 PM,5 Oct 2019,Win32.Worm.Nimda.O,Brazil,,INFECTION
1:54:07 PM,5 Oct 2019,Application.Agent.Nirsoft.D,United Kingdom,,INFECTION
1:50:31 PM,5 Oct 2019,Trojan.GenericKD.1510678,United States,,INFECTION
1:21:44 PM,5 Oct 2019,,United States,,SPAM
1:39:27 PM,5 Oct 2019,,Turkey,United States,ATTACK
1:10:05 PM,5 Oct 2019,,Taiwan,,SPAM
1:01:20 PM,5 Oct 2019,Adware.BrowseFox.BN,Bulgaria,,INFECTION
2:01:47 PM,5 Oct 2019,Win32.Virtob.Gen.12,Brazil,,INFECTION
1:16:18 PM,5 Oct 2019,,United States,,SPAM
1:01:30 PM,5 Oct 2019,,United States,,SPAM
12:46:59 PM,5 Oct 2019,Application.BitCoinMiner.UB,United States,,INFECTION
1:31:26 PM,5 Oct 2019,Trojan.AgentWDCR.KQL,Iran,,INFECTION
1:16:43 PM,5 Oct 2019,,United States,Netherlands,ATTACK
1:24:03 PM,5 Oct 2019,,India,,SPAM
1:18:07 PM,5 Oct 2019,,India,,SPAM
1:33:37 PM,5 Oct 2019,,Ireland,United States,ATTACK
1:12:45 PM,5 Oct 2019,,Colombia,,SPAM
12:38:36 PM,5 Oct 2019,,Norway,,SPAM
12:45:56 PM,5 Oct 2019,,Germany,,SPAM
1:07:40 PM,5 Oct 2019,,Ireland,Russia,ATTACK
12:37:29 PM,5 Oct 2019,,India,,SPAM
12:34:36 PM,5 Oct 2019,Win32.Generic.497568,United States,,INFECTION
1:44:24 PM,5 Oct 2019,,United States,United States,ATTACK
1:16:37 PM,5 Oct 2019,,Greece,,SPAM
1:36:42 PM,5 Oct 2019,,Japan,,SPAM
12:41:41 PM,5 Oct 2019,,France,,SPAM
1:25:36 PM,5 Oct 2019,,India,,SPAM
12:44:36 PM,5 Oct 2019,Trojan.Exploit.Html.Iframe.Filedownload.GW,United States,,INFECTION
1:14:11 PM,5 Oct 2019,Gen:Variant.Mikey.65868,United Kingdom,,INFECTION
1:19:17 PM,5 Oct 2019,Trojan.Dropper.Sality.C,Brazil,,INFECTION
1:13:35 PM,5 Oct 2019,,Netherlands,,SPAM
12:40:57 PM,5 Oct 2019,Application.Bundler.SoftPulse.P,Canada,,INFECTION
12:36:06 PM,5 Oct 2019,,United Kingdom,,SPAM
1:21:00 PM,5 Oct 2019,Trojan.LNK.Agent.CX,Brazil,,INFECTION
1:18:57 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:44:51 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
1:31:21 PM,5 Oct 2019,,Netherlands,,SPAM
12:36:56 PM,5 Oct 2019,,United States,,SPAM
1:29:44 PM,5 Oct 2019,,Malaysia,,SPAM
1:29:13 PM,5 Oct 2019,Trojan.LNK.Agent.AJR,United States,,INFECTION
1:14:02 PM,5 Oct 2019,,United States,,SPAM
1:20:52 PM,5 Oct 2019,Worm.Generic.334935,United Arab Emirates,,INFECTION
1:05:16 PM,5 Oct 2019,Trojan.Dropper.UDL,South Africa,,INFECTION
1:27:16 PM,5 Oct 2019,Trojan.GenericKD.32537342,United States,,INFECTION
12:36:12 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:49:53 PM,5 Oct 2019,Gen:Variant.Razy.546821,United States,,INFECTION
1:30:54 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:18:32 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:02:45 PM,5 Oct 2019,Trojan.Exploit.Html.Iframe.Filedownload.GW,United States,,INFECTION
1:27:27 PM,5 Oct 2019,JS.Nemucod.7.Gen,United States,,INFECTION
1:21:59 PM,5 Oct 2019,,India,,SPAM
1:37:46 PM,5 Oct 2019,,Singapore,,SPAM
1:03:19 PM,5 Oct 2019,,Italy,,SPAM
1:10:39 PM,5 Oct 2019,,Japan,,SPAM
1:58:10 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:02:23 PM,5 Oct 2019,,China,,SPAM
1:54:22 PM,5 Oct 2019,VB:Trojan.Agent.CZES,United Kingdom,,INFECTION
1:24:27 PM,5 Oct 2019,,Pakistan,,SPAM
1:44:49 PM,5 Oct 2019,Trojan.AlteredDoc.A,India,,INFECTION
1:08:23 PM,5 Oct 2019,,United States,,SPAM
1:22:25 PM,5 Oct 2019,VB:Trojan.Agent.DKSU,Chile,,INFECTION
1:13:42 PM,5 Oct 2019,,United States,,SPAM
1:23:18 PM,5 Oct 2019,,Romania,France,ATTACK
1:04:14 PM,5 Oct 2019,,Poland,,SPAM
12:47:11 PM,5 Oct 2019,,United States,,SPAM
1:47:31 PM,5 Oct 2019,,Italy,,SPAM
1:49:47 PM,5 Oct 2019,,Canada,,SPAM
1:55:02 PM,5 Oct 2019,,United Arab Emirates,,SPAM
1:07:11 PM,5 Oct 2019,,Japan,,SPAM
1:51:07 PM,5 Oct 2019,,Belgium,,SPAM
1:27:57 PM,5 Oct 2019,Trojan.AgentWDCR.HWR,Canada,,INFECTION
1:12:31 PM,5 Oct 2019,Trojan.GenericKDZ.37577,Dominican Republic,,INFECTION
1:13:17 PM,5 Oct 2019,,Russia,,SPAM
12:40:44 PM,5 Oct 2019,Adware.DealPly.1.Gen,Mexico,,INFECTION
1:11:51 PM,5 Oct 2019,,United Kingdom,,SPAM
1:33:40 PM,5 Oct 2019,,United States,,SPAM
1:03:30 PM,5 Oct 2019,,Germany,,SPAM
1:06:41 PM,5 Oct 2019,,Germany,,SPAM
12:38:00 PM,5 Oct 2019,,United States,,SPAM
1:19:22 PM,5 Oct 2019,Application.Hacktool.KMSActivator.AD,Greece,,INFECTION
1:37:16 PM,5 Oct 2019,Gen:Variant.Ulise.38868,United Kingdom,,INFECTION
12:37:56 PM,5 Oct 2019,Trojan.LNK.Gen,Mexico,,INFECTION
1:39:29 PM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
1:51:17 PM,5 Oct 2019,Trojan.GenericKD.41385236,United States,,INFECTION
12:35:58 PM,5 Oct 2019,Trojan.VBS.Agent.AUB,United States,,INFECTION
12:35:45 PM,5 Oct 2019,Adware.GenericKD.30922618,Saudi Arabia,,INFECTION
1:16:21 PM,5 Oct 2019,,United States,,SPAM
1:54:03 PM,5 Oct 2019,,Japan,,SPAM
1:01:09 PM,5 Oct 2019,,United States,,SPAM
1:26:15 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:45:28 PM,5 Oct 2019,,United States,United States,ATTACK
1:34:08 PM,5 Oct 2019,,Germany,,SPAM
1:08:05 PM,5 Oct 2019,Application.GenericKD.4627218,Canada,,INFECTION
12:38:34 PM,5 Oct 2019,Win32.Brontok.MS,United States,,INFECTION
1:21:26 PM,5 Oct 2019,Trojan.AgentWDCR.HWR,Chile,,INFECTION
1:13:10 PM,5 Oct 2019,,Romania,United Kingdom,ATTACK
1:54:43 PM,5 Oct 2019,,France,Finland,ATTACK
1:37:18 PM,5 Oct 2019,,Bulgaria,Germany,ATTACK
1:05:45 PM,5 Oct 2019,,United States,Italy,ATTACK
1:06:41 PM,5 Oct 2019,JS:Trojan.Gnaeus.F,United States,,INFECTION
1:31:44 PM,5 Oct 2019,,United States,,SPAM
1:33:12 PM,5 Oct 2019,,India,,SPAM
1:22:33 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
2:00:25 PM,5 Oct 2019,,France,Canada,ATTACK
1:39:16 PM,5 Oct 2019,,Germany,,SPAM
1:01:27 PM,5 Oct 2019,Backdoor.Generic.792814,Brazil,,INFECTION
12:50:54 PM,5 Oct 2019,Trojan.Html.Phishbank.TZX,Brazil,,INFECTION
1:22:43 PM,5 Oct 2019,,United States,United States,ATTACK
1:39:39 PM,5 Oct 2019,Trojan.VBS.VBW,Brazil,,INFECTION
12:38:31 PM,5 Oct 2019,Gen:Variant.Johnnie.60904,Guatemala,,INFECTION
1:57:01 PM,5 Oct 2019,,Indonesia,United States,ATTACK
1:07:56 PM,5 Oct 2019,,Netherlands,United States,ATTACK
1:30:13 PM,5 Oct 2019,,United States,,SPAM
1:39:31 PM,5 Oct 2019,Trojan.GenericKD.32502736,United States,,INFECTION
1:11:34 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
12:43:13 PM,5 Oct 2019,,United States,,SPAM
1:34:51 PM,5 Oct 2019,Adware.DealPly.1.Gen,Brazil,,INFECTION
1:54:13 PM,5 Oct 2019,Proton.VB.Gladius.6.416.2000001,United States,,INFECTION
1:55:45 PM,5 Oct 2019,VB:Trojan.VB.Agent.AOI,United States,,INFECTION
1:25:58 PM,5 Oct 2019,JS.Nemucod.7.Gen,United States,,INFECTION
1:25:43 PM,5 Oct 2019,Win32.Worm.Mabezat.Gen,South Africa,,INFECTION
1:29:02 PM,5 Oct 2019,,Japan,,SPAM
12:36:52 PM,5 Oct 2019,Trojan.Script.499818,United States,,INFECTION
1:19:09 PM,5 Oct 2019,,Bulgaria,,SPAM
1:07:01 PM,5 Oct 2019,Adware.DealPly.1.Gen,Guatemala,,INFECTION
12:47:47 PM,5 Oct 2019,,Hong Kong,,SPAM
1:56:06 PM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
12:51:34 PM,5 Oct 2019,W97M.Downloader.DP,United Kingdom,,INFECTION
1:18:43 PM,5 Oct 2019,Adware.BrowseFox.BJ,United States,,INFECTION
1:57:24 PM,5 Oct 2019,,United States,,SPAM
1:18:25 PM,5 Oct 2019,JS:Trojan.JS.Agent.SKE,United States,,INFECTION
12:38:00 PM,5 Oct 2019,Trojan.GenericKD.1714850,United States,,INFECTION
1:31:18 PM,5 Oct 2019,,United States,,SPAM
1:55:08 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:09:05 PM,5 Oct 2019,,Bulgaria,,SPAM
1:56:42 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
1:05:55 PM,5 Oct 2019,Application.JS.Miner.C,United States,,INFECTION
1:54:36 PM,5 Oct 2019,Gen:Variant.Barys.8481027,India,,INFECTION
1:31:55 PM,5 Oct 2019,Gen:Variant.Razy.546821,United States,,INFECTION
12:35:10 PM,5 Oct 2019,Gen:Variant.Application.Ulise.40977,United States,,INFECTION
12:36:28 PM,5 Oct 2019,,India,,SPAM
1:50:00 PM,5 Oct 2019,,United States,,SPAM
1:56:07 PM,5 Oct 2019,Gen:Illusion.PUP.Nirsoft.D.1010100,Colombia,,INFECTION
1:05:20 PM,5 Oct 2019,Trojan.Script.669350,Canada,,INFECTION
1:03:51 PM,5 Oct 2019,Gen:Variant.Kazy.380353,United States,,INFECTION
1:35:30 PM,5 Oct 2019,Worm.Generic.237277,Mexico,,INFECTION
1:21:14 PM,5 Oct 2019,,United States,,SPAM
2:01:48 PM,5 Oct 2019,,India,,SPAM
1:30:56 PM,5 Oct 2019,Gen:Variant.Strictor.3519,South Africa,,INFECTION
1:49:37 PM,5 Oct 2019,,India,,SPAM
1:25:30 PM,5 Oct 2019,,Thailand,Russia,ATTACK
1:03:00 PM,5 Oct 2019,,United States,,SPAM
12:42:49 PM,5 Oct 2019,Application.Agent.BCW,United States,,INFECTION
1:27:16 PM,5 Oct 2019,,Romania,Finland,ATTACK
12:40:04 PM,5 Oct 2019,,United States,,SPAM
1:03:54 PM,5 Oct 2019,Win32.Neshta.A,Kenya,,INFECTION
1:22:38 PM,5 Oct 2019,,United States,,SPAM
1:14:29 PM,5 Oct 2019,,Bulgaria,Germany,ATTACK
1:17:39 PM,5 Oct 2019,,Germany,,SPAM
1:18:36 PM,5 Oct 2019,,Japan,,SPAM
12:42:45 PM,5 Oct 2019,Gen:Illusion.PUP.Nirsoft.D.1010100,Panama,,INFECTION
1:09:14 PM,5 Oct 2019,,United States,,SPAM
1:26:24 PM,5 Oct 2019,,British Virgin Islands,,SPAM
1:11:11 PM,5 Oct 2019,Gen:Illusion.PUP.Mindspark.F.2010104,United States,,INFECTION
1:37:29 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Colombia,,INFECTION
1:45:07 PM,5 Oct 2019,Win32.Worm.Nimda.R,Brazil,,INFECTION
1:07:52 PM,5 Oct 2019,Generic.Nimda.F28809BD,Angola,,INFECTION
1:18:31 PM,5 Oct 2019,Trojan.Autorun.AAT,United Kingdom,,INFECTION
1:57:12 PM,5 Oct 2019,,France,,SPAM
12:38:36 PM,5 Oct 2019,Trojan.SpamMalware-ZIP.Gen,United States,,INFECTION
12:39:03 PM,5 Oct 2019,Trojan.GenericKD.1181136,United Kingdom,,INFECTION
1:04:50 PM,5 Oct 2019,Trojan.GenericKD.40342467,Mexico,,INFECTION
1:23:10 PM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
1:44:39 PM,5 Oct 2019,,Canada,,SPAM
1:32:21 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Egypt,,INFECTION
1:45:54 PM,5 Oct 2019,Application.Hacktool.KMSActivator.AK,United States,,INFECTION
12:34:43 PM,5 Oct 2019,Trojan.Dropper.UDL,Brazil,,INFECTION
1:30:13 PM,5 Oct 2019,Trojan.Generic.5299846,South Africa,,INFECTION
1:53:59 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Philippines,,INFECTION
1:21:05 PM,5 Oct 2019,VB.EmoooDldr.10.Gen,United States,,INFECTION
12:46:31 PM,5 Oct 2019,Adware.DealPly.1.Gen,Guatemala,,INFECTION
1:12:06 PM,5 Oct 2019,,Italy,,SPAM
1:23:28 PM,5 Oct 2019,,Singapore,,SPAM
1:46:09 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
12:51:47 PM,5 Oct 2019,Adware.DealPly.1.Gen,Pakistan,,INFECTION
1:09:33 PM,5 Oct 2019,,India,,SPAM
1:12:52 PM,5 Oct 2019,,India,,SPAM
1:25:44 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
12:43:36 PM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
12:45:59 PM,5 Oct 2019,Trojan.LNK.Gen,United Arab Emirates,,INFECTION
1:50:19 PM,5 Oct 2019,,United States,Finland,ATTACK
1:35:11 PM,5 Oct 2019,,United States,,SPAM
1:15:53 PM,5 Oct 2019,,India,,SPAM
1:50:26 PM,5 Oct 2019,Gen:Application.Heur2.gmGfb42SiNpab,Italy,,INFECTION
1:09:15 PM,5 Oct 2019,,United States,,SPAM
1:17:09 PM,5 Oct 2019,Application.Hacktool.KMSActivator.BN,Brazil,,INFECTION
1:57:26 PM,5 Oct 2019,W97M.Downloader.SL,United Kingdom,,INFECTION
1:18:37 PM,5 Oct 2019,,Japan,,SPAM
1:05:25 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
12:37:12 PM,5 Oct 2019,Gen:Adware.Heur.hy8@RWANwMoi,South Africa,,INFECTION
1:58:01 PM,5 Oct 2019,Exploit.TIFF.Gen.0150,United States,,INFECTION
12:51:57 PM,5 Oct 2019,,Ireland,Finland,ATTACK
1:31:19 PM,5 Oct 2019,Backdoor.Generic.792814,Brazil,,INFECTION
1:55:09 PM,5 Oct 2019,,Turkey,,SPAM
1:19:46 PM,5 Oct 2019,Trojan.Iframe.CHZ,Brazil,,INFECTION
1:44:38 PM,5 Oct 2019,,Canada,,SPAM
1:29:57 PM,5 Oct 2019,,India,,SPAM
1:28:28 PM,5 Oct 2019,,Spain,,SPAM
1:20:27 PM,5 Oct 2019,Backdoor.Generic.668322,Palestine,,INFECTION
1:57:29 PM,5 Oct 2019,,Ireland,France,ATTACK
1:34:22 PM,5 Oct 2019,Adware.DealPly.1.Gen,Brazil,,INFECTION
1:28:03 PM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
12:42:49 PM,5 Oct 2019,,Serbia,,SPAM
1:20:49 PM,5 Oct 2019,Generic.JS.DownloaderAG.AE0D03B3,United States,,INFECTION
1:06:24 PM,5 Oct 2019,,United States,,SPAM
1:17:06 PM,5 Oct 2019,,Japan,,SPAM
12:36:03 PM,5 Oct 2019,,India,,SPAM
1:31:55 PM,5 Oct 2019,Trojan.GenericKD.45874,India,,INFECTION
1:17:23 PM,5 Oct 2019,,France,United States,ATTACK
12:38:03 PM,5 Oct 2019,,United States,,SPAM
1:05:17 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
12:37:34 PM,5 Oct 2019,Gen:Variant.Application.KMSActivator.2,Romania,,INFECTION
12:45:21 PM,5 Oct 2019,,Denmark,,SPAM
1:17:54 PM,5 Oct 2019,Trojan.GenericKD.32553963,United States,,INFECTION
12:43:04 PM,5 Oct 2019,,United States,,SPAM
1:06:58 PM,5 Oct 2019,Adware.DealPly.1.Gen,United Kingdom,,INFECTION
12:49:46 PM,5 Oct 2019,,United States,United Kingdom,ATTACK
1:21:41 PM,5 Oct 2019,,United States,,SPAM
12:42:35 PM,5 Oct 2019,Trojan.Dropper.UDL,Brazil,,INFECTION
1:38:59 PM,5 Oct 2019,,Netherlands,United States,ATTACK
1:19:16 PM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
1:18:34 PM,5 Oct 2019,,United States,,SPAM
1:29:15 PM,5 Oct 2019,,United Kingdom,,SPAM
12:38:11 PM,5 Oct 2019,,Singapore,,SPAM
1:23:11 PM,5 Oct 2019,Gen:Variant.Razy.553003,United States,,INFECTION
1:06:21 PM,5 Oct 2019,Worm.Generic.334935,United Arab Emirates,,INFECTION
12:47:20 PM,5 Oct 2019,,Ireland,France,ATTACK
1:23:53 PM,5 Oct 2019,,Japan,,SPAM
1:29:10 PM,5 Oct 2019,,United States,,SPAM
1:39:21 PM,5 Oct 2019,,United Arab Emirates,,SPAM
12:37:40 PM,5 Oct 2019,Trojan.Lnk.Runner.A,Peru,,INFECTION
1:05:26 PM,5 Oct 2019,Trojan.Scam.MN,United States,,INFECTION
12:35:16 PM,5 Oct 2019,,United States,Finland,ATTACK
1:03:36 PM,5 Oct 2019,,Belgium,,SPAM
1:20:51 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:39:14 PM,5 Oct 2019,Application.Hacktool.KMSActivator.AK,Venezuela,,INFECTION
1:01:24 PM,5 Oct 2019,Gen:Variant.Ulise.38868,United States,,INFECTION
1:30:32 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
1:36:41 PM,5 Oct 2019,,Japan,,SPAM
1:10:20 PM,5 Oct 2019,Adware.GenericKD.30724182,Brazil,,INFECTION
1:10:09 PM,5 Oct 2019,,India,,SPAM
1:03:51 PM,5 Oct 2019,Gen:Trojan.Generic.cmGfaSS06Sm,United Kingdom,,INFECTION
1:09:18 PM,5 Oct 2019,,Brazil,,SPAM
1:36:09 PM,5 Oct 2019,Exploit.CVE-2010-2568.Gen,Brazil,,INFECTION
12:40:30 PM,5 Oct 2019,,Japan,,SPAM
1:54:21 PM,5 Oct 2019,,India,,SPAM
12:43:37 PM,5 Oct 2019,,Ukraine,Canada,ATTACK
12:48:28 PM,5 Oct 2019,Win32.Worm.DownadupJob.A,Brazil,,INFECTION
2:01:57 PM,5 Oct 2019,,France,,SPAM
1:44:27 PM,5 Oct 2019,,United States,United States,ATTACK
1:07:21 PM,5 Oct 2019,,India,,SPAM
1:03:38 PM,5 Oct 2019,Adware.DealPly.1.Gen,Canada,,INFECTION
1:56:52 PM,5 Oct 2019,Trojan.Dropper.UDL,Brazil,,INFECTION
1:31:26 PM,5 Oct 2019,,Japan,,SPAM
1:49:51 PM,5 Oct 2019,,United States,Germany,ATTACK
1:49:39 PM,5 Oct 2019,Adware.BrowseFox.BO,United States,,INFECTION
1:57:28 PM,5 Oct 2019,,Ireland,,SPAM
12:51:08 PM,5 Oct 2019,,United States,,SPAM
1:02:10 PM,5 Oct 2019,,United States,,SPAM
1:15:38 PM,5 Oct 2019,,United States,,SPAM
1:25:41 PM,5 Oct 2019,Win32.Worm.Downadup.Gen,Brazil,,INFECTION
1:54:28 PM,5 Oct 2019,Gen:Variant.Razy.564172,Brazil,,INFECTION
1:10:30 PM,5 Oct 2019,Adware.DealPly.1.Gen,United States,,INFECTION
